                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.42454,                0.28419,                0.87088,                0.93981,                0.94008,                0.96951,                 0.9019,                0.41196,                0.30272,                0.86729,               0.004852,               0.004852,               0.004852
                    159,                0.42469,                0.28128,                0.86782,                0.94001,                0.93978,                0.96957,                0.90216,                0.41162,                0.30302,                0.86728,               0.004819,               0.004819,               0.004819
                    160,                0.42142,                 0.2784,                 0.8644,                0.93925,                0.94129,                0.96903,                0.90155,                0.41123,                 0.3033,                 0.8672,               0.004786,               0.004786,               0.004786
                    161,                0.42545,                0.27952,                0.86528,                0.94022,                0.94124,                0.97007,                0.90237,                0.41096,                 0.3031,                0.86719,               0.004753,               0.004753,               0.004753
                    162,                0.42412,                0.27818,                0.86303,                0.93986,                0.94129,                 0.9703,                0.90222,                0.41076,                0.30284,                0.86717,                0.00472,                0.00472,                0.00472
                    163,                0.42134,                0.27836,                0.86442,                 0.9403,                0.94149,                0.96982,                0.90182,                 0.4106,                 0.3031,                0.86723,               0.004687,               0.004687,               0.004687
                    164,                0.42262,                0.27721,                0.86814,                0.94069,                0.94111,                0.96917,                 0.9013,                0.41029,                0.30292,                0.86718,               0.004654,               0.004654,               0.004654
                    165,                0.41959,                0.27911,                0.86479,                0.94061,                0.94155,                0.96983,                0.90156,                0.41008,                0.30223,                0.86704,               0.004621,               0.004621,               0.004621
                    166,                0.41521,                0.27639,                0.85844,                0.93968,                0.94282,                0.97013,                0.90257,                0.40999,                0.30289,                0.86704,               0.004588,               0.004588,               0.004588
                    167,                0.41678,                0.27756,                 0.8619,                0.93956,                0.94285,                0.96967,                0.90225,                0.40977,                0.30269,                0.86704,               0.004555,               0.004555,               0.004555
                    168,                0.41742,                0.27749,                0.86347,                0.93989,                0.94278,                0.96833,                0.90113,                0.40956,                 0.3016,                0.86696,               0.004522,               0.004522,               0.004522
                    169,                0.41463,                0.27703,                0.85838,                0.94056,                0.94287,                0.96922,                0.90142,                 0.4095,                  0.302,                0.86695,               0.004489,               0.004489,               0.004489
                    170,                0.41602,                0.27643,                0.85688,                 0.9402,                0.94327,                0.96971,                0.90217,                0.40904,                0.30185,                0.86684,               0.004456,               0.004456,               0.004456
                    171,                0.41343,                0.27029,                0.85962,                0.93985,                0.94327,                0.96968,                0.90191,                0.40868,                0.30187,                0.86674,               0.004423,               0.004423,               0.004423
                    172,                0.41223,                0.27239,                 0.8583,                0.93963,                0.94294,                0.96952,                0.90204,                0.40846,                0.30154,                 0.8667,                0.00439,                0.00439,                0.00439
                    173,                0.41675,                0.27233,                  0.862,                0.93921,                0.94287,                0.96951,                 0.9021,                0.40823,                0.30115,                 0.8666,               0.004357,               0.004357,               0.004357
                    174,                0.40851,                0.27315,                0.85883,                0.93843,                 0.9436,                0.96888,                0.90202,                0.40814,                0.30162,                0.86665,               0.004324,               0.004324,               0.004324
                    175,                0.41094,                0.26767,                0.86054,                0.93823,                0.94365,                0.96965,                0.90228,                0.40791,                 0.3018,                0.86663,               0.004291,               0.004291,               0.004291
                    176,                0.41247,                0.27062,                0.86469,                0.93788,                0.94442,                0.96947,                0.90207,                0.40774,                0.30181,                0.86664,               0.004258,               0.004258,               0.004258
                    177,                0.41276,                0.26965,                0.85635,                0.93883,                0.94441,                0.96919,                0.90215,                0.40745,                 0.3015,                 0.8666,               0.004225,               0.004225,               0.004225
                    178,                0.40493,                0.26692,                0.85714,                0.93852,                0.94404,                 0.9691,                0.90237,                0.40714,                0.30155,                0.86664,               0.004192,               0.004192,               0.004192
                    179,                 0.4057,                0.26493,                0.85769,                 0.9378,                0.94403,                0.96888,                 0.9025,                0.40712,                0.30134,                0.86665,               0.004159,               0.004159,               0.004159
                    180,                0.40544,                0.26728,                0.85746,                0.93919,                0.94393,                0.96952,                0.90276,                0.40695,                0.30144,                0.86667,               0.004126,               0.004126,               0.004126
                    181,                0.40164,                0.26657,                 0.8575,                0.93921,                0.94313,                0.96964,                0.90314,                0.40688,                0.30184,                0.86662,               0.004093,               0.004093,               0.004093
                    182,                0.40442,                0.26284,                0.85428,                 0.9389,                0.94324,                 0.9697,                0.90364,                0.40683,                0.30194,                0.86663,                0.00406,                0.00406,                0.00406
                    183,                0.40019,                0.26481,                0.85759,                0.93948,                0.94321,                0.96955,                0.90342,                0.40671,                0.30225,                0.86663,               0.004027,               0.004027,               0.004027
                    184,                0.39932,                0.26389,                0.85503,                0.93985,                0.94319,                0.96899,                0.90346,                0.40662,                0.30238,                0.86661,               0.003994,               0.003994,               0.003994
                    185,                0.40199,                0.26121,                0.85401,                0.94014,                0.94273,                  0.969,                0.90331,                0.40632,                0.30295,                0.86659,               0.003961,               0.003961,               0.003961
                    186,                0.40333,                0.26583,                0.85366,                0.94012,                 0.9425,                0.96905,                0.90341,                0.40603,                0.30301,                0.86654,               0.003928,               0.003928,               0.003928
                    187,                0.39438,                0.25697,                0.85397,                0.94023,                 0.9425,                0.96925,                0.90383,                0.40594,                0.30316,                0.86647,               0.003895,               0.003895,               0.003895
                    188,                0.39122,                0.25362,                0.85291,                0.94017,                 0.9425,                0.96922,                0.90404,                0.40561,                0.30265,                0.86639,               0.003862,               0.003862,               0.003862
                    189,                0.39076,                0.25571,                0.85649,                 0.9404,                 0.9425,                0.96951,                0.90464,                0.40535,                0.30307,                0.86631,               0.003829,               0.003829,               0.003829
                    190,                0.39082,                 0.2523,                0.85629,                0.93955,                0.94306,                 0.9693,                0.90432,                0.40502,                0.30241,                0.86626,               0.003796,               0.003796,               0.003796
                    191,                 0.3918,                0.25656,                0.85632,                0.93938,                0.94379,                0.96834,                 0.9034,                0.40491,                 0.3019,                0.86614,               0.003763,               0.003763,               0.003763
                    192,                0.38725,                0.25108,                0.85167,                0.93952,                0.94345,                0.96919,                 0.9041,                0.40492,                0.30211,                0.86624,                0.00373,                0.00373,                0.00373
                    193,                0.38892,                  0.255,                0.85325,                0.93958,                0.94348,                0.96918,                 0.9045,                0.40461,                0.30233,                0.86614,               0.003697,               0.003697,               0.003697
                    194,                0.38912,                0.25543,                0.85214,                0.93975,                0.94365,                0.96949,                0.90453,                0.40403,                0.30109,                 0.8659,               0.003664,               0.003664,               0.003664
                    195,                0.38565,                0.25271,                0.85199,                0.93969,                0.94347,                0.96872,                0.90376,                0.40398,                 0.3009,                0.86601,               0.003631,               0.003631,               0.003631
                    196,                0.38513,                0.24682,                  0.853,                0.93978,                0.94343,                0.96944,                0.90475,                0.40377,                0.30124,                0.86595,               0.003598,               0.003598,               0.003598
                    197,                0.38628,                0.24898,                0.85131,                0.93993,                0.94344,                0.96944,                0.90474,                0.40354,                0.30116,                0.86579,               0.003565,               0.003565,               0.003565
                    198,                0.38298,                0.25112,                0.84973,                0.93989,                0.94343,                0.96905,                0.90403,                 0.4033,                0.30125,                0.86568,               0.003532,               0.003532,               0.003532
                    199,                0.38399,                0.24869,                0.85404,                0.94041,                0.94283,                 0.9687,                0.90379,                0.40307,                0.30095,                0.86553,               0.003499,               0.003499,               0.003499
                    200,                0.38765,                0.24835,                0.85401,                0.94028,                0.94263,                0.96803,                0.90347,                0.40283,                0.30139,                 0.8655,               0.003466,               0.003466,               0.003466
                    201,                0.38121,                0.24714,                0.85235,                0.94021,                0.94261,                0.96896,                0.90468,                0.40274,                0.30182,                0.86547,               0.003433,               0.003433,               0.003433
                    202,                0.38326,                0.24764,                0.85268,                0.94024,                0.94269,                0.96932,                0.90449,                0.40239,                0.30143,                 0.8653,                 0.0034,                 0.0034,                 0.0034
                    203,                0.37368,                0.24639,                0.84537,                0.94008,                0.94246,                0.96929,                 0.9042,                0.40198,                0.30143,                0.86522,               0.003367,               0.003367,               0.003367
                    204,                0.37865,                0.24721,                0.85018,                0.94043,                0.94277,                0.96892,                0.90432,                0.40165,                0.30092,                0.86507,               0.003334,               0.003334,               0.003334
                    205,                0.37754,                0.24347,                0.84672,                0.94098,                0.94266,                0.96909,                 0.9045,                0.40142,                0.30104,                0.86492,               0.003301,               0.003301,               0.003301
                    206,                0.37726,                0.24447,                 0.8471,                0.93816,                0.94367,                0.96912,                0.90447,                0.40132,                0.30112,                0.86479,               0.003268,               0.003268,               0.003268
                    207,                0.37538,                0.24172,                0.84567,                0.93797,                0.94385,                 0.9684,                0.90405,                0.40112,                0.30092,                0.86472,               0.003235,               0.003235,               0.003235
                    208,                  0.371,                0.24104,                0.84525,                0.93803,                0.94385,                0.96859,                0.90399,                0.40086,                0.30065,                0.86465,               0.003202,               0.003202,               0.003202
                    209,                0.37591,                0.24533,                0.84895,                 0.9386,                0.94287,                0.96877,                0.90431,                0.40073,                 0.3017,                0.86461,               0.003169,               0.003169,               0.003169
                    210,                0.37045,                0.23938,                 0.8482,                0.93776,                0.94452,                0.96859,                0.90399,                0.40037,                0.30162,                0.86456,               0.003136,               0.003136,               0.003136
                    211,                0.37269,                0.24242,                 0.8467,                0.93801,                0.94435,                0.96827,                0.90352,                 0.4002,                0.30146,                0.86446,               0.003103,               0.003103,               0.003103
                    212,                0.36713,                0.23484,                0.84788,                0.93862,                 0.9448,                0.96842,                0.90384,                0.39987,                0.30121,                0.86439,                0.00307,                0.00307,                0.00307
                    213,                0.36619,                0.23776,                0.84568,                0.93927,                0.94294,                 0.9689,                0.90466,                0.39956,                0.30107,                 0.8643,               0.003037,               0.003037,               0.003037
                    214,                0.36469,                0.23471,                0.84451,                 0.9388,                0.94309,                0.96884,                 0.9048,                0.39941,                0.30142,                0.86432,               0.003004,               0.003004,               0.003004
                    215,                0.36727,                0.23522,                0.84522,                0.93648,                0.94765,                0.96876,                0.90431,                0.39901,                0.30144,                0.86421,               0.002971,               0.002971,               0.002971
                    216,                0.36182,                0.23215,                0.84562,                0.93647,                0.94777,                0.96879,                  0.905,                0.39875,                0.30206,                0.86425,               0.002938,               0.002938,               0.002938
                    217,                0.36662,                0.23821,                0.84489,                0.93639,                0.94786,                0.96848,                 0.9048,                0.39844,                0.30174,                 0.8642,               0.002905,               0.002905,               0.002905
                    218,                0.36986,                0.23586,                 0.8461,                0.93586,                0.94786,                0.96814,                0.90467,                0.39828,                0.30209,                0.86415,               0.002872,               0.002872,               0.002872
                    219,                0.36135,                0.23093,                0.84279,                0.93571,                0.94777,                0.96803,                0.90447,                0.39797,                 0.3021,                0.86409,               0.002839,               0.002839,               0.002839
                    220,                0.35899,                0.23377,                0.84241,                0.93526,                0.94716,                0.96854,                0.90554,                0.39765,                0.30238,                0.86404,               0.002806,               0.002806,               0.002806
                    221,                0.35802,                0.23039,                0.84452,                0.93505,                 0.9471,                0.96865,                0.90573,                0.39743,                 0.3027,                0.86402,               0.002773,               0.002773,               0.002773
                    222,                0.35841,                0.23203,                0.84353,                0.93494,                0.94794,                0.96853,                0.90555,                0.39705,                0.30276,                0.86392,                0.00274,                0.00274,                0.00274
                    223,                0.36248,                0.23351,                0.84425,                0.93466,                0.94751,                0.96828,                0.90561,                0.39686,                0.30296,                0.86385,               0.002707,               0.002707,               0.002707
                    224,                0.35444,                0.22915,                0.84086,                0.93455,                0.94741,                0.96817,                0.90576,                 0.3966,                0.30258,                0.86365,               0.002674,               0.002674,               0.002674
                    225,                0.35891,                0.22717,                0.84442,                 0.9346,                0.94715,                 0.9687,                0.90655,                0.39634,                0.30309,                0.86361,               0.002641,               0.002641,               0.002641
                    226,                 0.3504,                0.22919,                0.84146,                0.93486,                0.94712,                 0.9685,                0.90619,                0.39627,                0.30352,                0.86363,               0.002608,               0.002608,               0.002608
                    227,                0.35405,                  0.227,                0.84117,                0.94364,                0.93845,                0.96852,                0.90676,                0.39606,                0.30419,                0.86368,               0.002575,               0.002575,               0.002575
                    228,                 0.3516,                0.22602,                0.83912,                0.94177,                0.94087,                0.96765,                0.90561,                 0.3957,                0.30407,                0.86356,               0.002542,               0.002542,               0.002542
                    229,                0.35156,                0.22528,                0.83904,                0.94287,                0.93887,                0.96807,                0.90593,                0.39547,                0.30401,                0.86356,               0.002509,               0.002509,               0.002509
                    230,                0.34895,                0.22349,                0.84186,                 0.9429,                0.93899,                0.96805,                0.90577,                0.39514,                 0.3037,                0.86355,               0.002476,               0.002476,               0.002476
                    231,                0.34935,                0.22316,                0.84126,                0.94327,                0.93966,                0.96788,                0.90613,                0.39496,                0.30333,                0.86348,               0.002443,               0.002443,               0.002443
                    232,                0.34385,                0.22319,                   0.84,                0.94529,                0.93868,                0.96785,                0.90642,                0.39464,                0.30361,                0.86345,                0.00241,                0.00241,                0.00241
                    233,                0.34294,                0.22263,                0.83965,                0.94531,                0.93874,                0.96796,                0.90678,                0.39436,                0.30296,                0.86344,               0.002377,               0.002377,               0.002377
                    234,                0.34581,                0.22134,                0.84015,                0.94575,                 0.9384,                0.96791,                0.90619,                0.39408,                0.30262,                0.86342,               0.002344,               0.002344,               0.002344
                    235,                0.34239,                0.22024,                0.83801,                 0.9458,                 0.9383,                0.96798,                0.90705,                0.39369,                0.30205,                0.86337,               0.002311,               0.002311,               0.002311
                    236,                0.33584,                0.21696,                0.83533,                 0.9458,                0.93892,                0.96816,                0.90737,                0.39352,                0.30208,                0.86333,               0.002278,               0.002278,               0.002278
                    237,                 0.3401,                0.21846,                0.83789,                0.94434,                0.94048,                0.96827,                0.90749,                0.39307,                0.30231,                0.86325,               0.002245,               0.002245,               0.002245
                    238,                0.33922,                0.21864,                0.83459,                 0.9442,                0.94048,                0.96863,                0.90742,                0.39284,                0.30233,                0.86318,               0.002212,               0.002212,               0.002212
                    239,                0.33549,                0.21589,                0.83618,                0.94374,                0.94048,                0.96827,                0.90686,                0.39264,                0.30232,                0.86306,               0.002179,               0.002179,               0.002179
                    240,                0.33764,                0.21651,                0.83579,                0.94429,                0.94048,                0.96863,                0.90721,                0.39248,                0.30227,                0.86303,               0.002146,               0.002146,               0.002146
                    241,                 0.3327,                0.21337,                0.83368,                0.94447,                0.94048,                0.96829,                0.90721,                0.39217,                 0.3019,                0.86291,               0.002113,               0.002113,               0.002113
                    242,                0.33113,                0.21056,                0.83484,                0.94451,                0.94017,                0.96834,                0.90722,                0.39195,                0.30248,                0.86286,                0.00208,                0.00208,                0.00208
                    243,                0.33358,                0.21259,                0.83468,                0.94464,                0.94004,                0.96875,                0.90745,                0.39178,                0.30254,                0.86279,               0.002047,               0.002047,               0.002047
                    244,                0.33213,                0.21363,                0.83648,                0.94425,                0.94074,                0.96853,                0.90727,                0.39151,                 0.3025,                0.86262,               0.002014,               0.002014,               0.002014
                    245,                0.33011,                0.21252,                0.83579,                0.94422,                0.94066,                0.96805,                 0.9072,                0.39116,                0.30328,                0.86257,               0.001981,               0.001981,               0.001981
                    246,                0.33007,                0.20827,                0.83413,                0.94424,                0.94079,                0.96774,                0.90686,                  0.391,                0.30314,                0.86254,               0.001948,               0.001948,               0.001948
                    247,                0.32707,                0.20947,                0.83174,                0.94429,                0.93994,                0.96776,                0.90735,                0.39056,                0.30284,                0.86249,               0.001915,               0.001915,               0.001915
                    248,                0.32484,                0.20625,                0.83306,                0.94433,                0.93988,                0.96792,                0.90752,                0.39046,                0.30274,                 0.8625,               0.001882,               0.001882,               0.001882
                    249,                0.32841,                0.20458,                0.83353,                0.94326,                0.94171,                0.96823,                0.90781,                0.39025,                0.30238,                0.86249,               0.001849,               0.001849,               0.001849
                    250,                0.32558,                0.20398,                 0.8309,                0.94429,                0.93983,                0.96834,                0.90849,                0.39002,                 0.3023,                0.86232,               0.001816,               0.001816,               0.001816
                    251,                0.32608,                0.20466,                0.83277,                0.94229,                0.94185,                0.96823,                0.90851,                0.38969,                0.30243,                0.86222,               0.001783,               0.001783,               0.001783
                    252,                0.32194,                0.20398,                0.83393,                0.94141,                0.94204,                0.96783,                0.90774,                0.38959,                0.30237,                0.86216,                0.00175,                0.00175,                0.00175
                    253,                0.31941,                0.20325,                0.83291,                0.94124,                0.94292,                0.96837,                0.90863,                0.38935,                0.30252,                0.86201,               0.001717,               0.001717,               0.001717
                    254,                0.31813,                0.20051,                0.83328,                 0.9386,                0.94647,                0.96826,                0.90843,                0.38913,                0.30266,                 0.8619,               0.001684,               0.001684,               0.001684
                    255,                0.31509,                0.20057,                0.83022,                0.93831,                0.94617,                0.96797,                0.90815,                0.38906,                0.30258,                0.86186,               0.001651,               0.001651,               0.001651
                    256,                0.31216,                0.19887,                0.82881,                0.93845,                0.94587,                0.96761,                0.90813,                 0.3888,                0.30278,                 0.8618,               0.001618,               0.001618,               0.001618
                    257,                0.31434,                0.19977,                 0.8321,                 0.9385,                0.94577,                0.96793,                0.90794,                0.38845,                0.30262,                0.86174,               0.001585,               0.001585,               0.001585
                    258,                0.31243,                0.20022,                0.82871,                0.93846,                0.94502,                0.96788,                0.90763,                 0.3883,                0.30318,                0.86169,               0.001552,               0.001552,               0.001552
                    259,                0.31136,                0.19209,                0.82804,                 0.9446,                 0.9391,                0.96808,                0.90779,                0.38799,                0.30309,                0.86158,               0.001519,               0.001519,               0.001519
                    260,                0.31029,                0.19577,                0.82865,                0.94463,                0.93923,                0.96825,                0.90852,                0.38785,                0.30346,                0.86154,               0.001486,               0.001486,               0.001486
                    261,                  0.311,                0.19317,                0.82793,                0.94463,                0.93913,                 0.9681,                0.90803,                0.38764,                0.30379,                0.86145,               0.001453,               0.001453,               0.001453
                    262,                0.30738,                0.19485,                0.82997,                0.94139,                 0.9437,                0.96821,                0.90818,                 0.3874,                0.30433,                0.86145,                0.00142,                0.00142,                0.00142
                    263,                0.30569,                0.19292,                0.82582,                 0.9413,                0.94435,                0.96852,                0.90892,                0.38725,                0.30446,                0.86132,               0.001387,               0.001387,               0.001387
                    264,                0.30875,                0.19336,                0.82797,                0.94007,                0.94477,                0.96832,                0.90836,                0.38682,                0.30465,                0.86127,               0.001354,               0.001354,               0.001354
                    265,                0.30444,                0.18898,                0.82802,                0.94013,                0.94467,                0.96861,                0.90851,                0.38669,                0.30453,                0.86119,               0.001321,               0.001321,               0.001321
                    266,                0.30566,                0.19373,                0.82756,                0.94012,                0.94463,                0.96854,                0.90871,                0.38654,                0.30443,                0.86119,               0.001288,               0.001288,               0.001288
                    267,                0.30488,                0.19067,                0.82709,                0.93992,                0.94484,                0.96834,                0.90862,                 0.3863,                0.30507,                0.86121,               0.001255,               0.001255,               0.001255
                    268,                0.30382,                0.18872,                0.82651,                   0.94,                0.94514,                0.96828,                0.90814,                 0.3862,                0.30518,                0.86112,               0.001222,               0.001222,               0.001222
                    269,                 0.2978,                0.18642,                0.82617,                0.94004,                0.94521,                0.96828,                0.90855,                0.38593,                0.30499,                0.86105,               0.001189,               0.001189,               0.001189
                    270,                0.29925,                0.18649,                0.82789,                0.94018,                0.94464,                0.96804,                0.90823,                0.38574,                0.30531,                0.86103,               0.001156,               0.001156,               0.001156
                    271,                 0.2966,                0.18735,                0.82382,                0.93622,                0.94838,                0.96805,                0.90856,                0.38575,                0.30572,                  0.861,               0.001123,               0.001123,               0.001123
                    272,                0.29485,                0.18388,                0.82462,                 0.9362,                0.94899,                0.96794,                0.90837,                 0.3854,                0.30553,                0.86093,                0.00109,                0.00109,                0.00109
                    273,                0.29548,                0.18645,                0.82412,                 0.9361,                 0.9496,                0.96778,                0.90875,                0.38513,                 0.3063,                0.86089,               0.001057,               0.001057,               0.001057
                    274,                0.29526,                0.18437,                0.82493,                0.93555,                0.94922,                0.96764,                0.90906,                0.38481,                0.30634,                0.86078,               0.001024,               0.001024,               0.001024
                    275,                0.29182,                0.18573,                0.82298,                0.93584,                0.94941,                0.96762,                0.90889,                0.38451,                0.30637,                0.86069,               0.000991,               0.000991,               0.000991
                    276,                0.29179,                0.18263,                0.82328,                0.93577,                 0.9492,                 0.9676,                0.90909,                 0.3844,                0.30633,                0.86064,               0.000958,               0.000958,               0.000958
                    277,                0.28916,                0.18019,                0.82462,                0.93573,                0.94922,                0.96744,                0.90879,                0.38417,                0.30634,                0.86053,               0.000925,               0.000925,               0.000925
                    278,                0.29107,                0.18102,                0.82611,                0.93598,                0.94955,                0.96738,                0.90886,                0.38404,                0.30629,                0.86047,               0.000892,               0.000892,               0.000892
                    279,                0.28843,                0.17885,                0.82303,                0.93578,                 0.9518,                0.96759,                0.90887,                0.38392,                0.30683,                0.86049,               0.000859,               0.000859,               0.000859
                    280,                  0.286,                0.17592,                0.82322,                0.93578,                0.95174,                 0.9671,                 0.9085,                0.38365,                0.30726,                0.86042,               0.000826,               0.000826,               0.000826
                    281,                0.28525,                0.17628,                0.82287,                 0.9361,                0.95159,                0.96673,                0.90834,                0.38361,                0.30712,                 0.8605,               0.000793,               0.000793,               0.000793
                    282,                0.28113,                0.17574,                0.82014,                0.93374,                0.95272,                0.96678,                0.90833,                0.38347,                0.30767,                0.86048,                0.00076,                0.00076,                0.00076
                    283,                0.28426,                0.17986,                0.82361,                0.93665,                0.95016,                0.96642,                0.90783,                0.38333,                0.30822,                0.86044,               0.000727,               0.000727,               0.000727
                    284,                0.27684,                0.17281,                0.81715,                0.93686,                0.95049,                0.96609,                0.90775,                0.38288,                0.30769,                0.86032,               0.000694,               0.000694,               0.000694
                    285,                0.28614,                0.17938,                0.82137,                0.93533,                0.95185,                0.96644,                0.90799,                 0.3827,                0.30768,                0.86032,               0.000661,               0.000661,               0.000661
                    286,                0.27631,                0.17051,                0.81895,                0.93397,                0.95272,                 0.9662,                 0.9079,                0.38249,                0.30789,                0.86025,               0.000628,               0.000628,               0.000628
                    287,                0.27579,                0.16908,                0.82016,                0.93701,                0.95009,                0.96616,                0.90808,                0.38245,                0.30843,                 0.8603,               0.000595,               0.000595,               0.000595
                    288,                 0.2733,                0.17097,                0.82151,                0.93722,                0.95046,                0.96609,                 0.9081,                0.38226,                0.30878,                0.86023,               0.000562,               0.000562,               0.000562
                    289,                0.27517,                0.17147,                0.82056,                0.93667,                0.95148,                0.96592,                0.90774,                 0.3821,                0.30926,                0.86012,               0.000529,               0.000529,               0.000529
                    290,                0.27297,                0.17043,                0.81986,                0.93701,                0.95126,                0.96585,                0.90787,                0.38184,                0.30975,                0.86001,               0.000496,               0.000496,               0.000496
                    291,                0.24672,                0.14787,                0.79745,                0.93695,                0.95072,                0.96538,                0.90764,                0.38165,                0.30957,                   0.86,               0.000463,               0.000463,               0.000463
                    292,                0.24049,                0.14263,                0.79501,                0.93691,                0.95119,                 0.9654,                0.90802,                0.38145,                0.31008,                0.85999,                0.00043,                0.00043,                0.00043
                    293,                0.23616,                0.14128,                0.79594,                0.93656,                0.95096,                0.96487,                0.90734,                0.38129,                0.31022,                0.85995,               0.000397,               0.000397,               0.000397
                    294,                0.23335,                0.13734,                0.79292,                0.93688,                0.95134,                0.96494,                0.90751,                0.38099,                0.31054,                0.85986,               0.000364,               0.000364,               0.000364
                    295,                0.23186,                0.13864,                0.79207,                0.93686,                0.95124,                0.96496,                0.90761,                0.38075,                0.31104,                0.85987,               0.000331,               0.000331,               0.000331
                    296,                0.22932,                0.13584,                0.79187,                0.93689,                0.95113,                0.96448,                0.90696,                 0.3805,                0.31082,                0.85981,               0.000298,               0.000298,               0.000298
                    297,                0.22645,                0.13499,                0.79019,                0.94804,                0.93983,                0.96428,                0.90685,                0.38014,                  0.311,                0.85976,               0.000265,               0.000265,               0.000265
                    298,                0.22593,                0.13369,                0.79316,                0.93593,                0.95155,                 0.9642,                0.90672,                0.37998,                0.31124,                0.85976,               0.000232,               0.000232,               0.000232
                    299,                0.22476,                0.13118,                0.79005,                0.94839,                0.94014,                0.96457,                0.90766,                 0.3796,                  0.311,                0.85975,               0.000199,               0.000199,               0.000199
                    300,                0.22387,                0.13122,                0.79017,                 0.9482,                0.94061,                0.96505,                0.90836,                0.37922,                0.31103,                0.85971,               0.000166,               0.000166,               0.000166
